Allele_1,WT_Background,Replicate,Temperature,Individuals,SQ_Measure,TotalArea.px
sd[E3],DGRP757,R1,24,2,6,266291
sd[E3],DGRP757,R1,24,3,9,266519
sd[E3],DGRP757,R1,24,4,7,266747
sd[E3],DGRP757,R1,24,5,8,266975
sd[E3],DGRP757,R1,24,8,8,267203
sd[E3],DGRP757,R1,24,9,8,267431
sd[E3],DGRP757,R1,24,10,6,267659
sd[29.1],DGRP028,R1,24,2,1,307980
sd[29.1],DGRP028,R1,24,3,1,301888
sd[29.1],DGRP028,R1,24,4,1,340033
sd[29.1],DGRP028,R1,24,5,1,344543
sd[29.1],DGRP028,R1,24,6,1,292384
sd[29.1],DGRP028,R1,24,7,1,308110
sd[29.1],DGRP028,R1,24,8,1,340777
sd[29.1],DGRP028,R1,24,9,1,321826
sd[29.1],DGRP028,R1,24,10,1,302176
sd[29.1],DGRP028,R1,24,11,1,300150
sd[29.1],DGRP028,R1,24,12,1,283414
sd[29.1],DGRP028,R1,24,13,1,325446
sd[29.1],DGRP028,R1,24,15,1,380025
sd[29.1],DGRP028,R1,24,16,1,303205
sd[29.1],DGRP028,R1,24,17,1,344473
sd[29.1],DGRP028,R1,24,18,1,334180
sd[29.1],DGRP028,R1,24,19,1,321590
sd[29.1],DGRP038,R1,24,1,1,311759
sd[29.1],DGRP038,R1,24,2,1,294479
sd[29.1],DGRP038,R1,24,3,1,271432
sd[29.1],DGRP038,R1,24,4,1,329068
sd[29.1],DGRP038,R1,24,5,1,325001
sd[29.1],DGRP038,R1,24,6,1,323936
sd[29.1],DGRP038,R1,24,7,1,322557
sd[29.1],DGRP038,R1,24,8,1,320712
sd[29.1],DGRP038,R1,24,9,1,297061
sd[29.1],DGRP038,R1,24,10,1,318180
sd[29.1],DGRP038,R1,24,11,1,256411
sd[29.1],DGRP038,R1,24,12,1,297852
sd[29.1],DGRP038,R1,24,13,1,284542
sd[29.1],DGRP038,R1,24,14,1,287820
sd[29.1],DGRP038,R1,24,15,1,281703
sd[29.1],DGRP038,R1,24,16,1,298368
sd[29.1],DGRP038,R1,24,17,1,324467
sd[29.1],DGRP038,R1,24,18,1,255154
sd[29.1],DGRP038,R1,24,19,1,326248
sd[29.1],DGRP038,R1,24,20,1,243763
sd[29.1],DGRP048,R1,24,1,1,290086
sd[29.1],DGRP048,R1,24,2,1,288816
sd[29.1],DGRP048,R1,24,3,1,303618
sd[29.1],DGRP048,R1,24,4,1,301362
sd[29.1],DGRP048,R1,24,5,1,239625
sd[29.1],DGRP048,R1,24,6,1,301607
sd[29.1],DGRP048,R1,24,7,1,297345
sd[29.1],DGRP048,R1,24,8,1,286525
sd[29.1],DGRP048,R1,24,9,1,313972
sd[29.1],DGRP048,R1,24,10,1,249875
sd[29.1],DGRP048,R1,24,11,1,320025
sd[29.1],DGRP048,R1,24,12,1,299201
sd[29.1],DGRP048,R1,24,13,2,290526
sd[29.1],DGRP048,R1,24,14,1,292551
sd[29.1],DGRP048,R1,24,15,2,290050
sd[29.1],DGRP048,R1,24,16,1,316976
sd[29.1],DGRP048,R1,24,17,1,306074
sd[29.1],DGRP075,R1,24,1,1,351598
sd[29.1],DGRP075,R1,24,2,1,230159
sd[29.1],DGRP075,R1,24,3,1,304791
sd[29.1],DGRP075,R1,24,4,1,347943
sd[29.1],DGRP075,R1,24,5,2,281030
sd[29.1],DGRP075,R1,24,6,1,250833
sd[29.1],DGRP075,R1,24,7,1,352540
sd[29.1],DGRP075,R1,24,8,1,398137
sd[29.1],DGRP075,R1,24,9,1,306492
sd[29.1],DGRP083,R1,24,1,1,294719
sd[29.1],DGRP083,R1,24,2,1,270749
sd[29.1],DGRP083,R1,24,4,1,263981
sd[29.1],DGRP083,R1,24,5,1,277202
sd[29.1],DGRP083,R1,24,6,1,305094
sd[29.1],DGRP083,R1,24,7,1,289343
sd[29.1],DGRP083,R1,24,8,1,319723
sd[29.1],DGRP083,R1,24,9,1,288716
sd[29.1],DGRP083,R1,24,10,1,311696
sd[29.1],DGRP083,R1,24,11,2,317000
sd[29.1],DGRP083,R1,24,12,1,285884
sd[29.1],DGRP083,R1,24,13,1,282204
sd[29.1],DGRP083,R1,24,14,1,284695
sd[29.1],DGRP083,R1,24,15,1,332089
sd[29.1],DGRP088,R1,24,1,1,243226
sd[29.1],DGRP088,R1,24,2,1,254115
sd[29.1],DGRP088,R1,24,3,1,238683
sd[29.1],DGRP088,R1,24,5,1,234843
sd[29.1],DGRP088,R1,24,6,1,238785
sd[29.1],DGRP088,R1,24,7,1,196245
sd[29.1],DGRP229,R1,24,1,1,378803
sd[29.1],DGRP229,R1,24,8,1,308009
sd[29.1],DGRP229,R1,24,9,1,392009
sd[29.1],DGRP229,R1,24,10,1,344622
sd[29.1],DGRP229,R1,24,11,1,317831
sd[29.1],DGRP229,R1,24,12,1,334956
sd[29.1],DGRP229,R1,24,13,1,326587
sd[29.1],DGRP229,R1,24,14,1,320222
sd[29.1],DGRP229,R1,24,15,1,326686
sd[29.1],DGRP229,R1,24,16,1,348526
sd[29.1],DGRP229,R1,24,17,1,325285
sd[29.1],DGRP229,R1,24,18,1,334070
sd[29.1],DGRP229,R1,24,19,1,353114
sd[29.1],DGRP229,R1,24,20,1,322205
sd[29.1],DGRP239,R1,24,1,1,353997
sd[29.1],DGRP239,R1,24,2,1,366339
sd[29.1],DGRP239,R1,24,3,1,351431
sd[29.1],DGRP239,R1,24,4,1,350118
sd[29.1],DGRP239,R1,24,5,1,347868
sd[29.1],DGRP239,R1,24,6,1,325686
sd[29.1],DGRP239,R1,24,7,1,362508
sd[29.1],DGRP239,R1,24,8,1,343238
sd[29.1],DGRP239,R1,24,9,1,347499
sd[29.1],DGRP239,R1,24,10,1,380652
sd[29.1],DGRP239,R1,24,11,1,355876
sd[29.1],DGRP301,R1,24,1,1,333002
sd[29.1],DGRP301,R1,24,2,1,315021
sd[29.1],DGRP301,R1,24,3,1,323190
sd[29.1],DGRP301,R1,24,4,1,360518
sd[29.1],DGRP301,R1,24,5,1,301557
sd[29.1],DGRP301,R1,24,6,1,325866
sd[29.1],DGRP301,R1,24,7,1,325860
sd[29.1],DGRP301,R1,24,8,1,308955
sd[29.1],DGRP301,R1,24,9,1,296853
sd[29.1],DGRP301,R1,24,10,1,326754
sd[29.1],DGRP301,R1,24,11,1,305814
sd[29.1],DGRP301,R1,24,12,1,306548
sd[29.1],DGRP301,R1,24,14,1,278366
sd[29.1],DGRP301,R1,24,15,1,320127
sd[29.1],DGRP301,R1,24,16,1,298225
sd[29.1],DGRP315,R1,24,1,1,356324
sd[29.1],DGRP315,R1,24,2,1,336413
sd[29.1],DGRP315,R1,24,3,1,359354
sd[29.1],DGRP315,R1,24,4,1,321733
sd[29.1],DGRP315,R1,24,5,1,365984
sd[29.1],DGRP315,R1,24,6,1,343099
sd[29.1],DGRP315,R1,24,7,1,321598
sd[29.1],DGRP315,R1,24,8,1,346312
sd[29.1],DGRP315,R1,24,9,1,359372
sd[29.1],DGRP315,R1,24,10,1,349077
sd[29.1],DGRP315,R1,24,11,1,370896
sd[29.1],DGRP315,R1,24,12,1,340011
sd[29.1],DGRP315,R1,24,14,1,360821
sd[29.1],DGRP315,R1,24,15,1,373046
sd[29.1],DGRP315,R1,24,16,1,373091
sd[29.1],DGRP315,R1,24,17,1,360813
sd[29.1],DGRP315,R1,24,18,1,358330
sd[29.1],DGRP315,R1,24,19,1,365160
sd[29.1],DGRP315,R1,24,20,1,291244
sd[29.1],DGRP319,R1,24,1,1,278207
sd[29.1],DGRP319,R1,24,2,1,256705
sd[29.1],DGRP319,R1,24,3,1,234099
sd[29.1],DGRP319,R1,24,4,1,259472
sd[29.1],DGRP319,R1,24,5,1,244850
sd[29.1],DGRP319,R1,24,6,2,271252
sd[29.1],DGRP319,R1,24,7,1,292038
sd[29.1],DGRP371,R1,24,1,1,357721
sd[29.1],DGRP371,R1,24,2,1,323946
sd[29.1],DGRP371,R1,24,3,1,336972
sd[29.1],DGRP371,R1,24,4,1,334484
sd[29.1],DGRP371,R1,24,5,1,325110
sd[29.1],DGRP371,R1,24,6,1,333953
sd[29.1],DGRP371,R1,24,7,1,349009
sd[29.1],DGRP371,R1,24,8,1,347846
sd[29.1],DGRP371,R1,24,9,1,337208
sd[29.1],DGRP371,R1,24,10,1,396013
sd[29.1],DGRP371,R1,24,11,1,361606
sd[29.1],DGRP371,R1,24,12,1,353065
sd[29.1],DGRP371,R1,24,13,1,358189
sd[29.1],DGRP371,R1,24,14,1,346588
sd[29.1],DGRP371,R1,24,15,1,357280
sd[29.1],DGRP371,R1,24,16,1,347333
sd[29.1],DGRP371,R1,24,17,1,353048
sd[29.1],DGRP371,R1,24,18,1,359593
sd[29.1],DGRP371,R1,24,19,1,341533
sd[29.1],DGRP371,R1,24,20,1,334269
sd[29.1],DGRP385,R1,24,1,1,364751
sd[29.1],DGRP385,R1,24,2,1,354034
sd[29.1],DGRP385,R1,24,3,1,293214
sd[29.1],DGRP385,R1,24,4,1,385391
sd[29.1],DGRP385,R1,24,5,1,362080
sd[29.1],DGRP385,R1,24,6,1,370020
sd[29.1],DGRP385,R1,24,7,1,379439
sd[29.1],DGRP385,R1,24,8,1,407815
sd[29.1],DGRP385,R1,24,9,1,357420
sd[29.1],DGRP385,R1,24,10,1,344974
sd[29.1],DGRP391,R1,24,2,1,295078
sd[29.1],DGRP391,R1,24,3,1,283784
sd[29.1],DGRP391,R1,24,4,4,315300
sd[29.1],DGRP391,R1,24,5,1,308263
sd[29.1],DGRP391,R1,24,6,1,293544
sd[29.1],DGRP391,R1,24,7,1,338155
sd[29.1],DGRP391,R1,24,8,1,339371
sd[29.1],DGRP391,R1,24,9,1,271507
sd[29.1],DGRP391,R1,24,10,1,391683
sd[29.1],DGRP391,R1,24,11,1,318972
sd[29.1],DGRP391,R1,24,12,1,297978
sd[29.1],DGRP391,R1,24,13,1,448517
sd[29.1],DGRP391,R1,24,14,1,317553
sd[29.1],DGRP391,R1,24,15,1,306911
sd[29.1],DGRP391,R1,24,16,1,401505
sd[29.1],DGRP391,R1,24,17,2,378822
sd[29.1],DGRP391,R1,24,18,1,376514
sd[29.1],DGRP391,R1,24,19,1,296591
sd[29.1],DGRP391,R1,24,20,1,295559
sd[29.1],DGRP392,R1,24,1,1,284271
sd[29.1],DGRP392,R1,24,2,1,277500
sd[29.1],DGRP392,R1,24,3,1,321671
sd[29.1],DGRP392,R1,24,4,4,307618
sd[29.1],DGRP392,R1,24,5,1,331050
sd[29.1],DGRP392,R1,24,6,1,286678
sd[29.1],DGRP392,R1,24,7,1,310047
sd[29.1],DGRP392,R1,24,8,1,328735
sd[29.1],DGRP392,R1,24,9,1,305045
sd[29.1],DGRP392,R1,24,10,1,276783
sd[29.1],DGRP392,R1,24,11,1,278412
sd[29.1],DGRP392,R1,24,12,1,330138
sd[29.1],DGRP392,R1,24,13,1,298552
sd[29.1],DGRP392,R1,24,14,1,330167
sd[29.1],DGRP392,R1,24,15,1,317033
sd[29.1],DGRP392,R1,24,16,1,286175
sd[29.1],DGRP392,R1,24,17,1,296087
sd[29.1],DGRP392,R1,24,18,3,315015
sd[29.1],DGRP392,R1,24,19,1,324532
sd[29.1],DGRP392,R1,24,20,1,335564
sd[29.1],DGRP392,R1,24,21,1,374829
sd[29.1],DGRP443,R1,24,1,1,309635
sd[29.1],DGRP443,R1,24,2,1,322956
sd[29.1],DGRP443,R1,24,3,1,321711
sd[29.1],DGRP443,R1,24,4,1,337272.2453
sd[29.1],DGRP443,R1,24,5,1,337408.1271
sd[29.1],DGRP443,R1,24,6,1,337544.0088
sd[29.1],DGRP443,R1,24,7,1,337679.8905
sd[29.1],DGRP443,R1,24,8,1,337815.7723
sd[29.1],DGRP443,R1,24,9,1,337951.654
sd[29.1],DGRP443,R1,24,10,1,338087.5357
sd[29.1],DGRP443,R1,24,12,1,338223.4175
sd[29.1],DGRP443,R1,24,13,1,338359.2992
sd[29.1],DGRP443,R1,24,14,3,338495.181
sd[29.1],DGRP443,R1,24,15,1,338631.0627
sd[29.1],DGRP491,R1,24,1,1,338766.9444
sd[29.1],DGRP491,R1,24,3,1,338902.8262
sd[29.1],DGRP491,R1,24,4,1,339038.7079
sd[29.1],DGRP491,R1,24,5,1,339174.5897
sd[29.1],DGRP491,R1,24,6,1,339310.4714
sd[29.1],DGRP491,R1,24,7,1,339446.3531
sd[29.1],DGRP491,R1,24,8,1,339582.2349
sd[29.1],DGRP491,R1,24,9,1,339718.1166
sd[29.1],DGRP491,R1,24,10,1,339853.9983
sd[29.1],DGRP491,R1,24,13,1,339989.8801
sd[29.1],DGRP491,R1,24,14,1,340125.7618
sd[29.1],DGRP491,R1,24,15,1,340261.6436
sd[29.1],DGRP491,R1,24,16,1,340397.5253
sd[29.1],DGRP491,R1,24,17,1,340533.407
sd[29.1],DGRP491,R1,24,18,1,340669.2888
sd[29.1],DGRP491,R1,24,19,1,340805.1705
sd[29.1],DGRP492,R1,24,1,1,340941.0523
sd[29.1],DGRP492,R1,24,2,1,341076.934
sd[29.1],DGRP492,R1,24,3,1,341212.8157
sd[29.1],DGRP492,R1,24,4,1,341348.6975
sd[29.1],DGRP492,R1,24,5,1,341484.5792
sd[29.1],DGRP492,R1,24,6,1,341620.4609
sd[29.1],DGRP492,R1,24,7,1,341756.3427
sd[29.1],DGRP492,R1,24,8,1,341892.2244
sd[29.1],DGRP492,R1,24,9,1,342028.1062
sd[29.1],DGRP492,R1,24,10,1,342163.9879
sd[29.1],DGRP517,R1,24,1,1,342299.8696
sd[29.1],DGRP517,R1,24,2,1,342435.7514
sd[29.1],DGRP517,R1,24,3,1,342571.6331
sd[29.1],DGRP517,R1,24,4,1,342707.5148
sd[29.1],DGRP517,R1,24,5,1,342843.3966
sd[29.1],DGRP517,R1,24,6,1,342979.2783
sd[29.1],DGRP517,R1,24,7,1,343115.1601
sd[29.1],DGRP517,R1,24,8,1,343251.0418
sd[29.1],DGRP517,R1,24,9,1,343386.9235
sd[29.1],DGRP757,R1,24,1,1,343522.8053
sd[29.1],DGRP757,R1,24,2,1,343658.687
sd[29.1],DGRP757,R1,24,3,1,343794.5688
sd[29.1],DGRP757,R1,24,4,1,343930.4505
sd[29.1],DGRP757,R1,24,5,1,344066.3322
sd[29.1],DGRP757,R1,24,6,1,344202.214
sd[29.1],DGRP757,R1,24,7,1,344338.0957
sd[29.1],DGRP757,R1,24,8,1,344473.9774
sd[29.1],DGRP757,R1,24,9,1,344609.8592
sd[29.1],DGRP757,R1,24,10,1,344745.7409
sd[29.1],DGRP757,R1,24,11,1,344881.6227
sd[29.1],DGRP757,R1,24,12,1,345017.5044
sd[29.1],DGRP757,R1,24,13,1,345153.3861
sd[1],DGRP028,R1,24,1,16,223464
sd[1],DGRP028,R1,24,3,4,327543
sd[1],DGRP028,R1,24,4,4,334964
sd[1],DGRP028,R1,24,5,4,343555
sd[1],DGRP028,R1,24,6,3,394462
sd[1],DGRP028,R1,24,7,2,359552
sd[1],DGRP028,R1,24,8,3,376230
sd[1],DGRP028,R1,24,9,3,386653
sd[1],DGRP028,R1,24,10,5,334744
sd[1],DGRP038,R1,24,1,4,296678
sd[1],DGRP038,R1,24,2,7,264264
sd[1],DGRP038,R1,24,3,7,277681
sd[1],DGRP038,R1,24,4,7,260354
sd[1],DGRP038,R1,24,5,10,194713
sd[1],DGRP038,R1,24,6,5,309904
sd[1],DGRP038,R1,24,7,5,286884
sd[1],DGRP038,R1,24,8,7,209397
sd[1],DGRP038,R1,24,9,5,281023
sd[1],DGRP038,R1,24,10,5,279263
sd[1],DGRP038,R1,24,11,19,79200
sd[1],DGRP038,R1,24,12,4,294752
sd[1],DGRP038,R1,24,13,3,275689
sd[1],DGRP038,R1,24,14,4,297584
sd[1],DGRP038,R1,24,15,4,271823
sd[1],DGRP038,R1,24,16,8,265506
sd[1],DGRP038,R1,24,17,18,100042
sd[1],DGRP038,R1,24,18,5,288285
sd[1],DGRP038,R1,24,19,5,305495
sd[1],DGRP038,R1,24,20,6,297294
sd[1],DGRP038,R1,24,21,4,297132
sd[1],DGRP048,R1,24,1,3,312684
sd[1],DGRP048,R1,24,2,3,320377
sd[1],DGRP048,R1,24,3,2,359588
sd[1],DGRP048,R1,24,4,1,347525
sd[1],DGRP048,R1,24,5,5,240690
sd[1],DGRP048,R1,24,6,3,342170
sd[1],DGRP048,R1,24,7,3,324145
sd[1],DGRP048,R1,24,9,3,323291
sd[1],DGRP048,R1,24,10,2,320159
sd[1],DGRP048,R1,24,11,1,319444
sd[1],DGRP048,R1,24,12,4,299539
sd[1],DGRP048,R1,24,13,2,331868
sd[1],DGRP048,R1,24,14,2,301191
sd[1],DGRP048,R1,24,15,5,320895
sd[1],DGRP048,R1,24,16,5,315935
sd[1],DGRP048,R1,24,17,2,333513
sd[1],DGRP048,R1,24,18,5,307294
sd[1],DGRP048,R1,24,20,2,304875
sd[1],DGRP075,R1,24,1,3,293484
sd[1],DGRP075,R1,24,2,3,281214
sd[1],DGRP075,R1,24,3,3,284923
sd[1],DGRP075,R1,24,4,5,295129
sd[1],DGRP075,R1,24,5,3,294275
sd[1],DGRP075,R1,24,6,3,287382
sd[1],DGRP075,R1,24,7,4,293247
sd[1],DGRP075,R1,24,8,4,282394
sd[1],DGRP075,R1,24,9,4,247662
sd[1],DGRP075,R1,24,10,3,290542
sd[1],DGRP075,R1,24,11,3,268680
sd[1],DGRP075,R1,24,12,5,282397
sd[1],DGRP075,R1,24,13,4,305756
sd[1],DGRP075,R1,24,14,3,281167
sd[1],DGRP075,R1,24,15,4,304871
sd[1],DGRP075,R1,24,16,5,307112
sd[1],DGRP075,R1,24,17,5,278351
sd[1],DGRP075,R1,24,18,5,273181
sd[1],DGRP075,R1,24,19,3,291496
sd[1],DGRP075,R1,24,20,2,305185
sd[1],DGRP083,R1,24,1,11,257124
sd[1],DGRP083,R1,24,2,3,269666
sd[1],DGRP083,R1,24,3,4,284311
sd[1],DGRP083,R1,24,4,4,273280
sd[1],DGRP083,R1,24,5,4,305118
sd[1],DGRP083,R1,24,6,1,286071
sd[1],DGRP083,R1,24,7,5,273474
sd[1],DGRP083,R1,24,9,3,382731
sd[1],DGRP083,R1,24,10,2,277318
sd[1],DGRP083,R1,24,11,4,268986
sd[1],DGRP083,R1,24,12,3,263841
sd[1],DGRP083,R1,24,13,3,287342
sd[1],DGRP083,R1,24,14,2,311808
sd[1],DGRP083,R1,24,15,4,263934
sd[1],DGRP083,R1,24,17,2,282672
sd[1],DGRP083,R1,24,18,5,295410
sd[1],DGRP083,R1,24,19,3,250424
sd[1],DGRP083,R1,24,20,3,288774
sd[1],DGRP088,R1,24,1,5,346355
sd[1],DGRP088,R1,24,2,5,334240
sd[1],DGRP088,R1,24,3,5,339562
sd[1],DGRP088,R1,24,4,5,315719
sd[1],DGRP088,R1,24,5,3,359283
sd[1],DGRP088,R1,24,6,3,338106
sd[1],DGRP088,R1,24,7,3,329808
sd[1],DGRP088,R1,24,8,5,333050
sd[1],DGRP088,R1,24,9,5,337089
sd[1],DGRP088,R1,24,10,2,363947
sd[1],DGRP088,R1,24,11,4,347723
sd[1],DGRP088,R1,24,12,3,326743
sd[1],DGRP088,R1,24,13,5,332963
sd[1],DGRP229,R1,24,1,4,336696
sd[1],DGRP229,R1,24,2,3,417705
sd[1],DGRP229,R1,24,3,1,423660
sd[1],DGRP229,R1,24,4,1,358154
sd[1],DGRP229,R1,24,5,4,338565
sd[1],DGRP229,R1,24,6,2,349691
sd[1],DGRP229,R1,24,7,2,350828
sd[1],DGRP229,R1,24,8,3,335672
sd[1],DGRP229,R1,24,9,3,364441
sd[1],DGRP229,R1,24,10,3,381168
sd[1],DGRP229,R1,24,13,5,289191
sd[1],DGRP239,R1,24,1,3,355015
sd[1],DGRP239,R1,24,2,2,320468
sd[1],DGRP239,R1,24,3,3,359847
sd[1],DGRP239,R1,24,4,3,347330
sd[1],DGRP239,R1,24,5,5,336581
sd[1],DGRP239,R1,24,6,2,346791
sd[1],DGRP315,R1,24,1,2,350214
sd[1],DGRP315,R1,24,2,3,355349
sd[1],DGRP315,R1,24,3,3,332069
sd[1],DGRP315,R1,24,4,2,370604
sd[1],DGRP315,R1,24,5,2,365333
sd[1],DGRP315,R1,24,6,2,330768
sd[1],DGRP315,R1,24,7,5,340091
sd[1],DGRP315,R1,24,8,5,324028
sd[1],DGRP315,R1,24,9,5,328568
sd[1],DGRP315,R1,24,10,3,353285
sd[1],DGRP319,R1,24,2,5,284082
sd[1],DGRP319,R1,24,3,7,158650
sd[1],DGRP319,R1,24,4,3,318335
sd[1],DGRP319,R1,24,5,5,303835
sd[1],DGRP319,R1,24,6,5,292089
sd[1],DGRP319,R1,24,7,4,262501
sd[1],DGRP319,R1,24,8,4,305405
sd[1],DGRP319,R1,24,10,2,281889
sd[1],DGRP319,R1,24,11,3,258172
sd[1],DGRP319,R1,24,12,5,283072
sd[1],DGRP319,R1,24,13,4,293809
sd[1],DGRP319,R1,24,14,5,274460
sd[1],DGRP319,R1,24,15,4,288964
sd[1],DGRP319,R1,24,16,5,279418
sd[1],DGRP319,R1,24,17,3,307417
sd[1],DGRP319,R1,24,18,5,273779
sd[1],DGRP319,R1,24,19,4,271077
sd[1],DGRP319,R1,24,20,3,293730
sd[1],DGRP371,R1,24,1,3,351565
sd[1],DGRP371,R1,24,2,3,338999
sd[1],DGRP371,R1,24,3,4,332325
sd[1],DGRP371,R1,24,4,4,358189
sd[1],DGRP371,R1,24,5,3,325641
sd[1],DGRP371,R1,24,6,4,322061
sd[1],DGRP371,R1,24,7,3,340031
sd[1],DGRP371,R1,24,8,2,351310
sd[1],DGRP385,R1,24,1,4,288117
sd[1],DGRP385,R1,24,2,2,272845
sd[1],DGRP385,R1,24,3,5,301457
sd[1],DGRP385,R1,24,5,4,337337
sd[1],DGRP385,R1,24,6,4,304267
sd[1],DGRP385,R1,24,7,4,327500
sd[1],DGRP385,R1,24,8,5,307475
sd[1],DGRP385,R1,24,9,4,298248
sd[1],DGRP385,R1,24,10,3,314065
sd[1],DGRP385,R1,24,11,3,306511
sd[1],DGRP385,R1,24,12,4,327195
sd[1],DGRP385,R1,24,13,4,304357
sd[1],DGRP385,R1,24,14,3,315006
sd[1],DGRP385,R1,24,15,1,293657
sd[1],DGRP385,R1,24,16,4,331530
sd[1],DGRP385,R1,24,17,3,320934
sd[1],DGRP385,R1,24,18,3,315732
sd[1],DGRP385,R1,24,19,4,293392
sd[1],DGRP385,R1,24,20,5,181773
sd[1],DGRP391,R1,24,1,10,270618
sd[1],DGRP391,R1,24,2,12,214928
sd[1],DGRP391,R1,24,3,15,174235
sd[1],DGRP391,R1,24,4,10,232225
sd[1],DGRP391,R1,24,5,12,183804
sd[1],DGRP391,R1,24,6,16,167774
sd[1],DGRP391,R1,24,7,9,254336
sd[1],DGRP391,R1,24,8,10,249864
sd[1],DGRP391,R1,24,9,8,284186
sd[1],DGRP391,R1,24,10,7,306964
sd[1],DGRP391,R1,24,11,6,334528
sd[1],DGRP391,R1,24,12,8,302556
sd[1],DGRP392,R1,24,1,3,358367
sd[1],DGRP392,R1,24,2,2,361760
sd[1],DGRP392,R1,24,3,3,329472
sd[1],DGRP392,R1,24,4,5,333688
sd[1],DGRP392,R1,24,5,5,311174
sd[1],DGRP392,R1,24,6,3,342043
sd[1],DGRP392,R1,24,7,5,328838
sd[1],DGRP392,R1,24,8,4,429813
sd[1],DGRP392,R1,24,9,5,322892
sd[1],DGRP392,R1,24,10,3,346695
sd[1],DGRP392,R1,24,11,3,343329
sd[1],DGRP392,R1,24,12,4,328156
sd[1],DGRP392,R1,24,13,6,310658
sd[1],DGRP392,R1,24,14,5,333336
sd[1],DGRP392,R1,24,15,5,325133
sd[1],DGRP392,R1,24,16,4,330900
sd[1],DGRP392,R1,24,17,5,323130
sd[1],DGRP392,R1,24,18,4,356779
sd[1],DGRP392,R1,24,19,5,343750
sd[1],DGRP392,R1,24,20,5,333574
sd[1],DGRP443,R1,24,1,4,262652
sd[1],DGRP443,R1,24,2,5,325571
sd[1],DGRP443,R1,24,3,5,286872
sd[1],DGRP443,R1,24,4,5,268491
sd[1],DGRP443,R1,24,5,5,330285
sd[1],DGRP443,R1,24,6,6,215830
sd[1],DGRP443,R1,24,7,4,295799
sd[1],DGRP443,R1,24,9,5,238790
sd[1],DGRP443,R1,24,10,5,299427
sd[1],DGRP443,R1,24,11,5,245852
sd[1],DGRP443,R1,24,12,4,275952
sd[1],DGRP491,R1,24,1,4,284559
sd[1],DGRP491,R1,24,2,9,311508.7226
sd[1],DGRP491,R1,24,3,5,311552.3576
sd[1],DGRP491,R1,24,4,4,311595.9925
sd[1],DGRP491,R1,24,5,5,311639.6275
sd[1],DGRP491,R1,24,6,4,311683.2625
sd[1],DGRP491,R1,24,7,2,311726.8974
sd[1],DGRP491,R1,24,9,5,311770.5324
sd[1],DGRP491,R1,24,10,3,311814.1674
sd[1],DGRP491,R1,24,11,5,311857.8023
sd[1],DGRP491,R1,24,12,5,311901.4373
sd[1],DGRP491,R1,24,13,5,311945.0722
sd[1],DGRP491,R1,24,14,3,311988.7072
sd[1],DGRP491,R1,24,15,6,312032.3422
sd[1],DGRP492,R1,24,1,4,312075.9771
sd[1],DGRP492,R1,24,2,2,312119.6121
sd[1],DGRP492,R1,24,3,4,312163.2471
sd[1],DGRP492,R1,24,4,5,312206.882
sd[1],DGRP492,R1,24,5,4,312250.517
sd[1],DGRP492,R1,24,6,4,312294.152
sd[1],DGRP492,R1,24,7,4,312337.7869
sd[1],DGRP492,R1,24,8,1,312381.4219
sd[1],DGRP492,R1,24,9,4,312425.0569
sd[1],DGRP492,R1,24,10,4,312468.6918
sd[1],DGRP492,R1,24,11,4,312512.3268
sd[1],DGRP492,R1,24,12,3,312555.9617
sd[1],DGRP492,R1,24,13,2,312599.5967
sd[1],DGRP492,R1,24,14,3,312643.2317
sd[1],DGRP492,R1,24,15,4,312686.8666
sd[1],DGRP492,R1,24,16,3,312730.5016
sd[1],DGRP517,R1,24,1,2,312774.1366
sd[1],DGRP517,R1,24,2,2,312817.7715
sd[1],DGRP517,R1,24,3,4,312861.4065
sd[1],DGRP517,R1,24,4,5,312905.0415
sd[1],DGRP517,R1,24,5,3,312948.6764
sd[1],DGRP517,R1,24,6,2,312992.3114
sd[1],DGRP517,R1,24,7,3,313035.9463
sd[1],DGRP517,R1,24,8,5,313079.5813
sd[1],DGRP517,R1,24,9,3,313123.2163
sd[1],DGRP517,R1,24,10,3,313166.8512
sd[1],DGRP517,R1,24,11,5,313210.4862
sd[1],DGRP517,R1,24,12,3,313254.1212
sd[1],DGRP517,R1,24,13,3,313297.7561
sd[1],DGRP757,R1,24,1,4,313341.3911
sd[1],DGRP757,R1,24,2,5,313385.0261
sd[1],DGRP757,R1,24,3,3,313428.661
sd[1],DGRP757,R1,24,4,4,313472.296
sd[1],DGRP757,R1,24,5,4,313515.931
sd[1],DGRP757,R1,24,6,5,313559.5659
sd[1],DGRP757,R1,24,7,3,313603.2009
sd[1],DGRP757,R1,24,8,5,313646.8358
sd[1],DGRP757,R1,24,9,3,313690.4708
sd[1],DGRP757,R1,24,10,4,313734.1058
sd[1],DGRP757,R1,24,11,4,313777.7407
sd[1],DGRP757,R1,24,12,5,313821.3757
sd[1],DGRP757,R1,24,13,4,313865.0107
sd[1],DGRP757,R1,24,14,4,313908.6456
sd[1],DGRP757,R1,24,15,4,313952.2806
sd[1],DGRP757,R1,24,16,5,313995.9156
sd[1],DGRP757,R1,24,17,4,314039.5505
OREw,DGRP028,R1,24,1,1,346817
OREw,DGRP028,R1,24,2,1,331312
OREw,DGRP028,R1,24,3,1,329085
OREw,DGRP028,R1,24,4,1,307808
OREw,DGRP028,R1,24,5,1,350545
